date,sku_id,channel,inventory_onhand,units_sold,lost_sales,arrivals_today,promo_flag,holiday_flag
2023-05-17,SKU_001,store,0,0,18,0,0,0
2023-05-18,SKU_001,store,0,0,29,0,0,0
2023-05-19,SKU_001,store,0,0,16,0,0,0
2023-05-20,SKU_001,store,0,0,24,0,0,0
2023-05-21,SKU_001,store,0,0,27,0,0,0
2023-05-22,SKU_001,store,0,0,17,0,0,0
2023-05-23,SKU_001,store,0,0,27,0,0,0
2023-05-24,SKU_001,store,0,0,15,0,0,0
2023-05-25,SKU_001,store,0,0,24,0,0,0
2023-05-26,SKU_001,store,0,0,18,0,1,0
2023-05-27,SKU_001,store,0,0,15,0,0,0
2023-05-28,SKU_001,store,0,0,28,0,0,0
2023-05-29,SKU_001,store,0,0,21,0,1,0
2023-05-30,SKU_001,store,0,0,20,0,0,0
2023-05-31,SKU_001,store,0,0,27,0,0,0
2023-06-01,SKU_001,store,0,0,23,0,0,0
2023-06-02,SKU_001,store,0,0,31,0,0,0
2023-06-03,SKU_001,store,0,0,24,0,0,0
2023-06-04,SKU_001,store,0,0,19,0,0,0
2023-06-05,SKU_001,store,0,0,42,0,0,0
2023-06-06,SKU_001,store,0,0,38,0,0,0
2023-06-07,SKU_001,store,0,0,30,0,0,0
2023-06-08,SKU_001,store,0,0,21,0,0,0
2023-06-09,SKU_001,store,0,0,22,0,0,0
2023-06-10,SKU_001,store,0,0,21,0,0,0
2023-06-11,SKU_001,store,0,0,34,0,0,0
2023-06-12,SKU_001,store,0,0,22,0,0,0
2023-06-13,SKU_001,store,0,0,22,0,0,0
2023-06-14,SKU_001,store,0,0,24,0,1,0
2023-06-15,SKU_001,store,0,0,24,0,0,0
2023-06-16,SKU_001,store,0,0,18,0,0,0
2023-06-17,SKU_001,store,0,0,16,0,0,0
2023-06-18,SKU_001,store,0,0,16,0,1,0
2023-06-19,SKU_001,store,0,0,21,0,0,0
2023-06-20,SKU_001,store,0,0,34,0,0,0
2023-06-21,SKU_001,store,0,0,35,0,1,0
2023-06-22,SKU_001,store,0,0,32,0,0,0
2023-06-23,SKU_001,store,0,0,22,0,0,0
2023-06-24,SKU_001,store,0,0,30,0,0,0
2023-06-25,SKU_001,store,0,0,31,0,0,0
2023-06-26,SKU_001,store,0,0,32,0,0,0
2023-06-27,SKU_001,store,0,0,26,0,0,0
2023-06-28,SKU_001,store,0,0,15,0,0,0
2023-06-29,SKU_001,store,0,0,18,0,0,0
2023-06-30,SKU_001,store,0,0,13,0,0,0
2023-07-01,SKU_001,store,0,0,30,0,0,0
2023-07-02,SKU_001,store,0,0,17,0,0,0
2023-07-03,SKU_001,store,0,0,13,0,0,0
2023-07-04,SKU_001,store,0,0,23,0,0,1
2023-07-05,SKU_001,store,0,0,34,0,0,0
2023-07-06,SKU_001,store,0,0,17,0,0,0
2023-07-07,SKU_001,store,0,0,33,0,0,0
2023-07-08,SKU_001,store,0,0,22,0,0,0
2023-07-09,SKU_001,store,0,0,38,0,0,0
2023-07-10,SKU_001,store,0,0,33,0,1,0
2023-07-11,SKU_001,store,0,0,36,0,0,0
2023-07-12,SKU_001,store,0,0,32,0,0,0
2023-07-13,SKU_001,store,0,0,29,0,0,0
2023-07-14,SKU_001,store,0,0,18,0,0,0
2023-07-15,SKU_001,store,0,0,18,0,0,0
2023-07-16,SKU_001,store,0,0,33,0,0,0
2023-07-17,SKU_001,store,0,0,9,0,0,0
2023-07-18,SKU_001,store,0,0,22,0,0,0
2023-07-19,SKU_001,store,210,0,23,210,0,0
2023-07-20,SKU_001,store,170,40,0,0,0,0
2023-07-21,SKU_001,store,424,35,0,289,1,0
2023-07-22,SKU_001,store,402,22,0,0,0,0
2023-07-23,SKU_001,store,373,29,0,0,0,0
2023-07-24,SKU_001,store,360,13,0,0,0,0
2023-07-25,SKU_001,store,339,21,0,0,1,0
2023-07-26,SKU_001,store,470,30,0,161,0,0
2023-07-27,SKU_001,store,433,37,0,0,0,0
2023-07-28,SKU_001,store,415,18,0,0,1,0
2023-07-29,SKU_001,store,382,33,0,0,0,0
2023-07-30,SKU_001,store,357,25,0,0,0,0
2023-07-31,SKU_001,store,489,39,0,171,0,0
2023-08-01,SKU_001,store,446,43,0,0,0,0
2023-08-02,SKU_001,store,414,32,0,0,0,0
2023-08-03,SKU_001,store,396,18,0,0,0,0
2023-08-04,SKU_001,store,375,21,0,0,0,0
2023-08-05,SKU_001,store,343,32,0,0,0,0
2023-08-06,SKU_001,store,314,29,0,0,0,0
2023-08-07,SKU_001,store,295,19,0,0,0,0
2023-08-08,SKU_001,store,282,13,0,0,0,0
2023-08-09,SKU_001,store,257,25,0,0,0,0
2023-08-10,SKU_001,store,234,23,0,0,0,0
2023-08-11,SKU_001,store,207,27,0,0,1,0
2023-08-12,SKU_001,store,179,28,0,0,0,0
2023-08-13,SKU_001,store,453,23,0,297,0,0
2023-08-14,SKU_001,store,435,18,0,0,0,0
2023-08-15,SKU_001,store,394,41,0,0,0,0
2023-08-16,SKU_001,store,376,18,0,0,0,0
2023-08-17,SKU_001,store,347,29,0,0,0,0
2023-08-18,SKU_001,store,321,26,0,0,0,0
2023-08-19,SKU_001,store,286,35,0,0,0,0
2023-08-20,SKU_001,store,254,32,0,0,0,0
2023-08-21,SKU_001,store,229,25,0,0,0,0
2023-08-22,SKU_001,store,196,33,0,0,0,0
2023-08-23,SKU_001,store,169,27,0,0,0,0
2023-08-24,SKU_001,store,145,24,0,0,0,0
2023-08-25,SKU_001,store,105,40,0,0,0,0
2023-08-26,SKU_001,store,85,20,0,0,1,0
2023-08-27,SKU_001,store,54,31,0,0,0,0
2023-08-28,SKU_001,store,25,29,0,0,0,0
2023-08-29,SKU_001,store,6,19,0,0,0,0
2023-08-30,SKU_001,store,0,6,23,0,0,0
2023-08-31,SKU_001,store,0,0,32,0,0,0
2023-09-01,SKU_001,store,0,0,36,0,0,0
2023-09-02,SKU_001,store,0,0,21,0,1,0
2023-09-03,SKU_001,store,0,0,40,0,0,0
2023-09-04,SKU_001,store,0,0,24,0,0,0
2023-09-05,SKU_001,store,0,0,13,0,0,0
2023-09-06,SKU_001,store,0,0,36,0,0,0
2023-09-07,SKU_001,store,0,0,16,0,0,0
2023-09-08,SKU_001,store,0,0,20,0,0,0
2023-09-09,SKU_001,store,0,0,26,0,0,0
2023-09-10,SKU_001,store,0,0,28,0,0,0
2023-09-11,SKU_001,store,0,0,25,0,0,0
2023-09-12,SKU_001,store,0,0,33,0,0,0
2023-09-13,SKU_001,store,0,0,16,0,0,0
2023-09-14,SKU_001,store,0,0,28,0,0,0
2023-09-15,SKU_001,store,0,0,28,0,0,0
2023-09-16,SKU_001,store,0,0,15,0,0,0
2023-09-17,SKU_001,store,0,0,32,0,1,0
2023-09-18,SKU_001,store,0,0,19,0,0,0
2023-09-19,SKU_001,store,0,0,32,0,0,0
2023-09-20,SKU_001,store,0,0,30,0,0,0
2023-09-21,SKU_001,store,0,0,29,0,0,0
2023-09-22,SKU_001,store,0,0,22,0,0,0
2023-09-23,SKU_001,store,0,0,31,0,0,0
2023-09-24,SKU_001,store,0,0,31,0,0,0
2023-09-25,SKU_001,store,0,0,44,0,0,0
2023-09-26,SKU_001,store,0,0,22,0,0,0
2023-09-27,SKU_001,store,0,0,32,0,0,0
2023-09-28,SKU_001,store,0,0,23,0,0,0
2023-09-29,SKU_001,store,0,0,7,0,0,0
2023-09-30,SKU_001,store,0,0,38,0,0,0
2023-10-01,SKU_001,store,0,0,27,0,0,0
2023-10-02,SKU_001,store,0,0,27,0,0,0
2023-10-03,SKU_001,store,0,0,32,0,0,0
2023-10-04,SKU_001,store,193,0,25,193,0,0
2023-10-05,SKU_001,store,156,37,0,0,0,0
2023-10-06,SKU_001,store,117,39,0,0,0,0
2023-10-07,SKU_001,store,84,33,0,0,0,0
2023-10-08,SKU_001,store,67,17,0,0,0,0
2023-10-09,SKU_001,store,40,27,0,0,0,0
2023-10-10,SKU_001,store,121,32,0,113,0,0
2023-10-11,SKU_001,store,86,35,0,0,1,0
2023-10-12,SKU_001,store,56,30,0,0,0,0
2023-10-13,SKU_001,store,34,22,0,0,1,0
2023-10-14,SKU_001,store,14,20,0,0,0,0
2023-10-15,SKU_001,store,0,14,18,0,0,0
2023-10-16,SKU_001,store,0,0,26,0,0,0
2023-10-17,SKU_001,store,0,0,36,0,0,0
2023-10-18,SKU_001,store,0,0,41,0,1,0
2023-10-19,SKU_001,store,0,0,44,0,1,0
2023-10-20,SKU_001,store,0,0,30,0,0,0
2023-10-21,SKU_001,store,0,0,10,0,0,0
2023-10-22,SKU_001,store,119,0,32,119,0,0
2023-10-23,SKU_001,store,227,41,0,149,0,0
2023-10-24,SKU_001,store,207,20,0,0,0,0
2023-10-25,SKU_001,store,193,14,0,0,0,0
2023-10-26,SKU_001,store,167,26,0,0,0,0
2023-10-27,SKU_001,store,151,16,0,0,1,0
2023-10-28,SKU_001,store,134,17,0,0,1,0
2023-10-29,SKU_001,store,104,30,0,0,0,0
2023-10-30,SKU_001,store,84,20,0,0,0,0
2023-10-31,SKU_001,store,357,20,0,293,0,0
2023-11-01,SKU_001,store,340,17,0,0,0,0
2023-11-02,SKU_001,store,325,15,0,0,0,0
2023-11-03,SKU_001,store,307,18,0,0,0,0
2023-11-04,SKU_001,store,275,32,0,0,0,0
2023-11-05,SKU_001,store,236,39,0,0,0,0
2023-11-06,SKU_001,store,214,22,0,0,0,0
2023-11-07,SKU_001,store,182,32,0,0,0,0
2023-11-08,SKU_001,store,170,12,0,0,1,0
2023-11-09,SKU_001,store,149,21,0,0,1,0
2023-11-10,SKU_001,store,134,15,0,0,0,0
2023-11-11,SKU_001,store,111,23,0,0,0,0
2023-11-12,SKU_001,store,75,36,0,0,0,0
2023-11-13,SKU_001,store,33,42,0,0,0,0
2023-11-14,SKU_001,store,3,30,0,0,0,0
2023-11-15,SKU_001,store,0,3,31,0,0,0
2023-11-16,SKU_001,store,0,0,38,0,0,0
2023-11-17,SKU_001,store,0,0,29,0,0,0
2023-11-18,SKU_001,store,0,0,23,0,0,0
2023-11-19,SKU_001,store,0,0,38,0,0,0
2023-11-20,SKU_001,store,0,0,36,0,0,0
2023-11-21,SKU_001,store,0,0,19,0,0,0
2023-11-22,SKU_001,store,0,0,31,0,0,0
2023-11-23,SKU_001,store,0,0,40,0,0,1
2023-11-24,SKU_001,store,0,0,13,0,0,0
2023-11-25,SKU_001,store,0,0,22,0,0,0
2023-11-26,SKU_001,store,0,0,27,0,0,0
2023-11-27,SKU_001,store,0,0,20,0,0,0
2023-11-28,SKU_001,store,0,0,13,0,0,0
2023-11-29,SKU_001,store,0,0,35,0,1,0
2023-11-30,SKU_001,store,0,0,35,0,0,0
2023-12-01,SKU_001,store,0,0,24,0,1,0
2023-12-02,SKU_001,store,0,0,20,0,1,0
2023-12-03,SKU_001,store,0,0,18,0,0,0
2023-12-04,SKU_001,store,0,0,21,0,0,0
2023-12-05,SKU_001,store,0,0,13,0,0,0
2023-12-06,SKU_001,store,285,0,28,285,1,0
2023-12-07,SKU_001,store,256,29,0,0,0,0
2023-12-08,SKU_001,store,210,46,0,0,0,0
2023-12-09,SKU_001,store,176,34,0,0,0,0
2023-12-10,SKU_001,store,150,26,0,0,0,0
2023-12-11,SKU_001,store,134,16,0,0,0,0
2023-12-12,SKU_001,store,104,30,0,0,0,0
2023-12-13,SKU_001,store,72,32,0,0,0,0
2023-12-14,SKU_001,store,32,40,0,0,1,0
2023-12-15,SKU_001,store,8,24,0,0,0,0
2023-12-16,SKU_001,store,0,8,29,0,0,0
2023-12-17,SKU_001,store,0,0,25,0,0,0
2023-12-18,SKU_001,store,0,0,33,0,0,0
2023-12-19,SKU_001,store,0,0,27,0,0,0
2023-12-20,SKU_001,store,0,0,34,0,0,0
2023-12-21,SKU_001,store,0,0,34,0,1,0
2023-12-22,SKU_001,store,0,0,25,0,0,0
2023-12-23,SKU_001,store,0,0,11,0,1,0
2023-12-24,SKU_001,store,0,0,23,0,0,0
2023-12-25,SKU_001,store,0,0,18,0,0,1
2023-12-26,SKU_001,store,0,0,19,0,0,0
2023-12-27,SKU_001,store,0,0,34,0,0,0
2023-12-28,SKU_001,store,0,0,27,0,0,0
2023-12-29,SKU_001,store,0,0,19,0,0,0
2023-12-30,SKU_001,store,0,0,18,0,0,0
2023-12-31,SKU_001,store,0,0,15,0,0,0
2024-01-01,SKU_001,store,0,0,52,0,0,1
2024-01-02,SKU_001,store,0,0,42,0,0,0
2024-01-03,SKU_001,store,0,0,15,0,0,0
2024-01-04,SKU_001,store,0,0,23,0,0,0
2024-01-05,SKU_001,store,0,0,30,0,1,0
2024-01-06,SKU_001,store,0,0,32,0,0,0
2024-01-07,SKU_001,store,0,0,21,0,1,0
2024-01-08,SKU_001,store,0,0,19,0,1,0
2024-01-09,SKU_001,store,0,0,25,0,0,0
2024-01-10,SKU_001,store,0,0,20,0,1,0
2024-01-11,SKU_001,store,0,0,14,0,0,0
2024-01-12,SKU_001,store,0,0,27,0,0,0
2024-01-13,SKU_001,store,209,0,38,209,1,0
2024-01-14,SKU_001,store,170,39,0,0,0,0
2024-01-15,SKU_001,store,150,20,0,0,0,0
2024-01-16,SKU_001,store,138,12,0,0,0,0
2024-01-17,SKU_001,store,114,24,0,0,0,0
2024-01-18,SKU_001,store,363,19,0,268,0,0
2024-01-19,SKU_001,store,320,43,0,0,0,0
2024-01-20,SKU_001,store,275,45,0,0,0,0
2024-01-21,SKU_001,store,262,13,0,0,0,0
2024-01-22,SKU_001,store,225,37,0,0,0,0
2024-01-23,SKU_001,store,199,26,0,0,0,0
2024-01-24,SKU_001,store,168,31,0,0,0,0
2024-01-25,SKU_001,store,133,35,0,0,0,0
2024-01-26,SKU_001,store,107,26,0,0,0,0
2024-01-27,SKU_001,store,85,22,0,0,0,0
2024-01-28,SKU_001,store,64,21,0,0,0,0
2024-01-29,SKU_001,store,35,29,0,0,0,0
2024-01-30,SKU_001,store,20,15,0,0,0,0
2024-01-31,SKU_001,store,0,20,2,0,0,0
2024-02-01,SKU_001,store,0,0,38,0,0,0
2024-02-02,SKU_001,store,0,0,22,0,0,0
2024-02-03,SKU_001,store,0,0,14,0,0,0
2024-02-04,SKU_001,store,220,0,43,220,0,0
2024-02-05,SKU_001,store,178,42,0,0,0,0
2024-02-06,SKU_001,store,165,13,0,0,0,0
2024-02-07,SKU_001,store,133,32,0,0,0,0
2024-02-08,SKU_001,store,104,29,0,0,0,0
2024-02-09,SKU_001,store,86,18,0,0,0,0
2024-02-10,SKU_001,store,51,35,0,0,0,0
2024-02-11,SKU_001,store,22,29,0,0,0,0
2024-02-12,SKU_001,store,130,21,0,129,1,0
2024-02-13,SKU_001,store,90,40,0,0,0,0
2024-02-14,SKU_001,store,49,41,0,0,1,0
2024-02-15,SKU_001,store,18,31,0,0,0,0
2024-02-16,SKU_001,store,0,18,3,0,0,0
2024-02-17,SKU_001,store,160,0,22,160,0,0
2024-02-18,SKU_001,store,138,22,0,0,0,0
2024-02-19,SKU_001,store,93,45,0,0,0,0
2024-02-20,SKU_001,store,69,24,0,0,0,0
2024-02-21,SKU_001,store,47,22,0,0,0,0
2024-02-22,SKU_001,store,6,41,0,0,0,0
2024-02-23,SKU_001,store,0,6,25,0,0,0
2024-02-24,SKU_001,store,0,0,37,0,0,0
2024-02-25,SKU_001,store,0,0,31,0,0,0
2024-02-26,SKU_001,store,0,0,28,0,0,0
2024-02-27,SKU_001,store,0,0,33,0,1,0
2024-02-28,SKU_001,store,0,0,36,0,0,0
2024-02-29,SKU_001,store,0,0,43,0,1,0
2024-03-01,SKU_001,store,264,0,31,264,0,0
2024-03-02,SKU_001,store,239,25,0,0,0,0
2024-03-03,SKU_001,store,209,30,0,0,0,0
2024-03-04,SKU_001,store,187,22,0,0,0,0
2024-03-05,SKU_001,store,158,29,0,0,0,0
2024-03-06,SKU_001,store,125,33,0,0,0,0
2024-03-07,SKU_001,store,97,28,0,0,0,0
2024-03-08,SKU_001,store,76,21,0,0,0,0
2024-03-09,SKU_001,store,32,44,0,0,0,0
2024-03-10,SKU_001,store,0,32,6,0,1,0
2024-03-11,SKU_001,store,0,0,21,0,0,0
2024-03-12,SKU_001,store,0,0,36,0,1,0
2024-03-13,SKU_001,store,0,0,21,0,0,0
2024-03-14,SKU_001,store,0,0,11,0,0,0
2024-03-15,SKU_001,store,0,0,20,0,1,0
2024-03-16,SKU_001,store,0,0,24,0,1,0
2024-03-17,SKU_001,store,0,0,38,0,0,0
2024-03-18,SKU_001,store,0,0,24,0,0,0
2024-03-19,SKU_001,store,0,0,26,0,0,0
2024-03-20,SKU_001,store,0,0,29,0,0,0
2024-03-21,SKU_001,store,218,0,14,218,0,0
2024-03-22,SKU_001,store,390,29,0,201,0,0
2024-03-23,SKU_001,store,361,29,0,0,0,0
2024-03-24,SKU_001,store,547,46,0,232,0,0
2024-03-25,SKU_001,store,519,28,0,0,1,0
2024-03-26,SKU_001,store,486,33,0,0,0,0
2024-03-27,SKU_001,store,464,22,0,0,0,0
2024-03-28,SKU_001,store,432,32,0,0,0,0
2024-03-29,SKU_001,store,585,40,0,193,0,0
2024-03-30,SKU_001,store,574,11,0,0,0,0
2024-03-31,SKU_001,store,549,25,0,0,0,0
2024-04-01,SKU_001,store,530,19,0,0,1,0
2024-04-02,SKU_001,store,487,43,0,0,0,0
2024-04-03,SKU_001,store,462,25,0,0,1,0
2024-04-04,SKU_001,store,447,15,0,0,0,0
2024-04-05,SKU_001,store,431,16,0,0,0,0
2024-04-06,SKU_001,store,594,19,0,182,0,0
2024-04-07,SKU_001,store,846,20,0,272,0,0
2024-04-08,SKU_001,store,826,20,0,0,0,0
2024-04-09,SKU_001,store,803,23,0,0,0,0
2024-04-10,SKU_001,store,783,20,0,0,0,0
2024-04-11,SKU_001,store,754,29,0,0,0,0
2024-04-12,SKU_001,store,722,32,0,0,0,0
2024-04-13,SKU_001,store,690,32,0,0,0,0
2024-04-14,SKU_001,store,670,20,0,0,0,0
2024-04-15,SKU_001,store,652,18,0,0,1,0
2024-04-16,SKU_001,store,617,35,0,0,0,0
2024-04-17,SKU_001,store,584,33,0,0,1,0
2024-04-18,SKU_001,store,541,43,0,0,0,0
2024-04-19,SKU_001,store,525,16,0,0,0,0
2024-04-20,SKU_001,store,485,40,0,0,0,0
2024-04-21,SKU_001,store,473,12,0,0,1,0
2024-04-22,SKU_001,store,464,9,0,0,0,0
2024-04-23,SKU_001,store,428,36,0,0,0,0
2024-04-24,SKU_001,store,402,26,0,0,0,0
2024-04-25,SKU_001,store,386,16,0,0,0,0
2024-04-26,SKU_001,store,350,36,0,0,0,0
2024-04-27,SKU_001,store,329,21,0,0,0,0
2024-04-28,SKU_001,store,297,32,0,0,0,0
2024-04-29,SKU_001,store,263,34,0,0,0,0
2024-04-30,SKU_001,store,230,33,0,0,0,0
2024-05-01,SKU_001,store,203,27,0,0,1,0
2024-05-02,SKU_001,store,187,16,0,0,0,0
2024-05-03,SKU_001,store,159,28,0,0,0,0
2024-05-04,SKU_001,store,136,23,0,0,0,0
2024-05-05,SKU_001,store,122,14,0,0,0,0
2024-05-06,SKU_001,store,97,25,0,0,0,0
2024-05-07,SKU_001,store,55,42,0,0,0,0
2024-05-08,SKU_001,store,44,11,0,0,0,0
2024-05-09,SKU_001,store,22,22,0,0,0,0
2024-05-10,SKU_001,store,6,16,0,0,0,0
2024-05-11,SKU_001,store,0,6,37,0,0,0
2024-05-12,SKU_001,store,0,0,24,0,1,0
2024-05-13,SKU_001,store,0,0,24,0,0,0
2024-05-14,SKU_001,store,0,0,16,0,0,0
2024-05-15,SKU_001,store,0,0,39,0,0,0
2024-05-16,SKU_001,store,0,0,27,0,0,0
2024-05-17,SKU_001,store,0,0,15,0,0,0
2024-05-18,SKU_001,store,0,0,34,0,0,0
2024-05-19,SKU_001,store,0,0,41,0,0,0
2024-05-20,SKU_001,store,0,0,36,0,0,0
2024-05-21,SKU_001,store,0,0,22,0,0,0
2024-05-22,SKU_001,store,0,0,31,0,0,0
2024-05-23,SKU_001,store,0,0,23,0,0,0
2024-05-24,SKU_001,store,0,0,22,0,0,0
2024-05-25,SKU_001,store,0,0,19,0,0,0
2024-05-26,SKU_001,store,0,0,36,0,0,0
2024-05-27,SKU_001,store,120,0,31,120,0,0
2024-05-28,SKU_001,store,98,22,0,0,0,0
