,index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
125,1210,34035460,CBL & ASSOCIATES LIMITED PARTNERSHI,2030 HAMILTON PLACE BLVD SUITE 500,CHATTANOOGA,TN,37421-6000,US,62-1542285,56648.0,807818773,Cbl & Associates Limited Partnership,2030 Hamilton Place Blvd C Chattanooga TN,"Cbl & Associates Properties, Inc.",0.7853,Yes
126,1226,34035519,MRP ALEXANDRIA LLC,7777 BONHOMME AVE STE 1700,ST LOUIS,MO,63105,US,88-1506794,9977.75,101195731,"Mrp Macomb, LLC",7777 Bonhomme Ave # 1700 Saint Louis MO,"Mrp Macomb, LLC",0.8021,Yes
127,1281,34035693,"T TWIN CREEKS FCH TX, LLC",16600 DALLAS PKWY SUITE 300,DALLAS,TX,75248,US,92-3826138,21533.33,99865889,"T Southgate Fl, LLC",16600 Dallas Pkwy Ste 300 Dallas TX,"T Southgate Fl, LLC",0.7114,Yes
128,1296,35000017,DEBEVOISE & PLIMPTON LLP,66 HUDSON BLVD.,NEW YORK,NY,10001,US,13-5537279,24960.0,72824592,Debevoise & Plimpton LLP,919 3rd Ave New York NY,Debevoise & Plimpton LLP,1.0000000000000002,Yes
129,1340,35000081,WARREN COUNTY TTEE,201 LOCUST ST. SUITE 2,MCMINNVILLE,TN,37110,US,62-6000890,1037.68,81462947,County of Warren,201 Locust St Ste 1 McMinnville TN,County of Warren,0.8364,Yes
130,1347,35000097,CITY OF HILLSBORO,1725 COLUMBUS AVE,WACO,TX,76701,US,74-6001089,5000.0,19738496,City of Hillsboro,101 Main St Hillsboro MO,City of Hillsboro,1.0,Yes
131,1467,40000042,DHL EXPRESS INC,16592 COLLECTIONS CTR DR,CHICAGO,IL,60693,US,94-3380425,31864.44,102231276,"Dhl Express (usa), Inc.",16592 Collections Ctr Dr Chicago IL,Deutsche Post AG,0.9583,Yes
132,1468,40000044,DIST TRANS CO,1654 WILLIAMS RD,COLUMBUS,OH,43207-5109,US,31-1145362,4378558.4,88990487,"Dist-Trans Co, LLC",50 W Broad St Ste 1330 Columbus OH,"Dist-Trans Co, LLC",1.0,Yes
133,1472,40000054,FEDEX,PO BOX 371461,PITTSBURGH,PA,15250-7461,US,71-0427007,17723380.86,830731225,Fedex Corporation, Pasadena CA,Fedex Corporation,1.0,Yes
134,1477,40000082,48FORTY SOLUTIONS LLC,PO BOX 849729,DALLAS,TX,75284-9729,US,59-3593261,145759.25,150146269,"48forty Solutions, LLC",3650 Mansell Rd Ste 100 Alpharetta GA,"48forty Solutions, LLC",1.0000000000000002,Yes
135,1481,40000132,YRC INC,10990 ROE AVENUE,OVERLAND PARK,KS,66211,US,34-0492670,1307.17,6998397,Yrc Inc.,11500 Outlook St 400 Leawood KS,Yellow Corporation,1.0,Yes
136,1482,40000134,SCHNEIDER NATIONAL CARRIERS INC,3101 S PACKERLAND DR,GREEN BAY,WI,54313,US,75-1669971,3618678.93,157304676,"Schneider National Carriers, Inc.",3101 Packerland Dr Green Bay WI,"Schneider National, Inc.",1.0,Yes
137,1491,40000187,WESTERN EXPRESS INC,7135 CENTENNIAL PL,NASHVILLE,TN,37209,US,62-1457385,3485991.71,928138064,"Western Express, Inc.",7135 Centennial Pl Nashville TN,"Western Express Holdings, Inc.",1.0000000000000002,Yes
138,1492,40000231,CRST VAN EXPEDITED INC,3930 16TH  AVE  SW,CEDAR RAPIDS,IA,52405,US,42-0750182,975076.52,602180184,"CRST Van Expedited, Inc", Chicago IL,"CRST International, Inc.",1.0000000000000002,Yes
139,1493,40000247,LANDSTAR RANGER INC,13410 SUTTON PARK DR,JACKSONVILLE,FL,32224,US,52-1368199,9581865.33,108314253,Ranger Landstar Inc,13410 Sutton Park Dr S Jacksonville FL,"Landstar System, Inc.",1.0,Yes
140,1496,40002376,FEDERAL EXPRESS CANADA LTD,PO BOX 4626,TORONTO,ON,M5W 5B4,CA,,158.79,208183807,Federal Express Canada Ltd,73 Laird Drive EAST YORK ON,Federal Express Canada Ltd,1.0000000000000002,Yes
141,1497,40002476,BOWMAN TRAILER LEASING,10233 GOVERNOR LANE BLVD,WILLAMSPORT,MD,21795,US,52-1078435,895316.09,117562759,"Bowman Trailer Leasing, LLC",24254 W Riverside Dr Channahon IL,"Bowman Trailer Leasing, LLC",1.0,Yes
142,1500,40002537,TRINITY LOGISTICS USA INC,10 EAST MERRICK RD,STREAM,NY,11580,US,26-1200599,70849.67,14269520,"Trinity Logistics Usa, Inc.",10 E Merrick Rd Ste 304 Valley Stream NY,"Trinity Logistics Usa, Inc.",1.0000000000000002,Yes
143,1501,40002551,PUROLATOR COURIER,PO BOX 4918 STN A,TORONTO,ON,M5W 0C9,CA,104116280,6090449.65,180949711,Purolator Courier,415 W Riverside Ave Spokane WA,Purolator Courier,1.0,Yes
144,1525,40002951,LAZER SPOT INC,PO BOX 933785,ATLANTA,GA,31193-3785,US,58-2253369,6504748.54,15149599,"Lazer Spot, Inc.",6525 Shiloh Rd Ste 900 Alpharetta GA,"Lazer Spot, Inc.",1.0,Yes
145,1531,40003017,ZIM INTEGRATED SHIPPING SERVICES LT,5801 LAKE WRIGHT DR,NORFOLK,VA,23502,US,98-0094933,474189.98,44708550,"Zim American Integrated Shipping Services Company, LLC",5801 Lake Wright Dr Norfolk VA,ZIM INTEGRATED SHIPPING SERVICES LTD,0.9334,Yes
146,1542,40003066,EFL CONTAINER LINES,1975 LINDEN BLVD STE 200,ELMONT,NY,11003,US,46-1030131,145090.0,79391832,"Efl Container Lines, LLC",230-79 Intl Arprt Ctr Blv Springfield Gardens NY,"SG HOLDINGS CO.,LTD.",1.0000000000000002,Yes
147,1547,40003136,CMA CGM AMERICA LLC,4 QUAI D ARENC,MARSEILLE,13,13002,FR,,13184360.82,5921358,CMA Cgm (america) LLC,1 CMA Cgm Way Norfolk VA,MERIT FRANCE,1.0,Yes
148,1563,40003271,LIPSEY LOGISTICS WORLDWIDE LLC,P.O. BOX 8158,CHATTANOOGA,TN,37414,US,51-0542306,676957.58,832589563,"Lipsey Logistics Worldwide, LLC",5600 Brainerd Rd Ste E2 Chattanooga TN,"Lipsey Logistics Worldwide, LLC",1.0,Yes
149,1565,40003302,ASCEND LLC,79 SAND PEBBLE DR,JACKSON,TN,38305-7591,US,62-1148454,148472.05,71211883,Ascend,737 N Michigan Ave # 1925 Chicago IL,Ascend,1.0,Yes
150,1577,41000338,CALHOUN CTY,1702 NOBLE ST,ANNISTON,AL,36201,US,,102.0,1011675,County of Calhoun,1702 Noble St Ste 103 Anniston AL,County of Calhoun,0.8302,Yes
151,1580,41000483,CITY AND COUNTY OF DENVER,PO BOX 660860,DALLAS,TX,75266-0860,US,,138935.18,146589932,City & County of Denver, Denver CO,City & County of Denver,1.0,Yes
152,1581,41000493,CITY OF ALBANY,PO BOX 447,ALBANY,GA,31702-0447,US,,1269.06,93976772,City of Albany,240 Pine Ave Rm 100a Albany GA,City of Albany,1.0,Yes
153,1582,41000497,CITY OF ALPHARETTA,2 PARK PLAZA,ALPHARETTA,GA,30009,US,,200.0,92635481,City of Alpharetta,2 Park Plz Alpharetta GA,City of Alpharetta,1.0,Yes
154,1583,41000502,CITY OF AUBURN,144 TICHENOR AVE STE 6,AUBURN,AL,36830,US,,54734.5,32942575,City of Auburn,25 W Main St Auburn WA,City of Auburn,1.0,Yes
155,1586,41000558,CITY OF COLUMBIA,PO BOX 147,COLUMBIA,SC,29217,US,,231.76,71989024,"Columbia, City of (inc)",701 E Broadway Columbia MO,"Columbia, City of (inc)",1.0000000000000002,Yes
156,1587,41000570,CITY OF DANVILLE,PO BOX 480,DANVILLE,VA,24543,US,,5758.01,71317812,"Danville, City of Inc",455 W Main St Danville KY,"Danville, City of Inc",1.0,Yes
157,1588,41000576,CITY OF DOUGLASVILLE,6695 CHURCH ST.,DOUGLASVILLE,GA,30134,US,,2621.3,69210581,City of Douglasville,6695 Church St Douglasville GA,City of Douglasville,1.0,Yes
158,1589,41000585,CITY OF ELIZABETH,50 WINFIELD SCOTT PLAZA,ELIZABETH,NJ,07201,US,,130837.41,60803152,City of Elizabeth,50 Winfield Scott Plz Elizabeth NJ,City of Elizabeth,1.0,Yes
159,1590,41000589,CITY OF EVERETT,PO BOX 94430,SEATTLE,WA,98124,US,,9.9,57307456,City of Everett,2930 Wetmore Ave Ste 100 Everett WA,City of Everett,1.0,Yes
160,1592,41000606,CITY OF GADSDEN,PO BOX 267,GADSDEN,AL,35902-0267,US,,3881.62,77650331,City of Gadsden,90 Broad St Gadsden AL,City of Gadsden,1.0000000000000002,Yes
161,1593,41000622,CITY OF HANNIBAL,320 BROADWAY,HANNIBAL,MO,63401,US,,443.08,71988117,"Hannibal, City of (inc)",320 Broadway Hannibal MO,"Hannibal, City of (inc)",1.0,Yes
162,1594,41000624,CITY OF HAYWARD,777 B ST,HAYWARD,CA,94541,US,,520.72,40010175,City of Hayward,777 B St Hayward CA,City of Hayward,1.0,Yes
163,1595,41000633,CITY OF HOOVER,PO BOX 11407,BIRMINGHAM,AL,35246-0144,US,,62630.68,78975455,City of Hoover,100 Municipal Ln Hoover AL,City of Hoover,1.0,Yes
164,1596,41000638,CITY OF HOUSTON,PO BOX 203887,HOUSTON,TX,77216-3887,US,,2192.96,964210681,City of Houston,7800 Airport Blvd Ste 8 Houston TX,City of Houston,1.0,Yes
165,1598,41000667,CITY OF LITTLETON,PO BOX 1305,ENGLEWOOD,CO,80150-1305,US,,7471.3099999999995,79885330,City of Littleton, Englewood CO,City of Littleton,1.0,Yes
166,1599,41000694,CITY OF MOBILE,PO BOX 11407,BIRMINGHAM,AL,35246-1519,US,,122235.45,31720370,City of Mobile, Mobile AL,City of Mobile,1.0,Yes
167,1600,41000701,CITY OF MONTGOMERY,PO BOX 830525,BIRMINGHAM,AL,35283-0525,US,,98648.9,781550298,City of Montgomery,320 N Ripley St Montgomery AL,City of Montgomery,1.0,Yes
168,1602,41000747,CITY OF PRATTVILLE,PO BOX 680190,PRATTVILLE,AL,36068,US,,49233.100000000006,966108219,City of Prattville,114 E Main St Ste B Prattville AL,City of Prattville,1.0,Yes
169,1603,41000751,CITY OF PUEBLO,PO BOX 1427,PUEBLO,CO,81002,US,,56090.89,10620284,City of Pueblo,2631 E 4th St Pueblo CO,City of Pueblo,1.0,Yes
170,1604,41000752,CITY OF PUEBLO,PO BOX 1427,PUEBLO,CO,81002-1427,US,,50.0,10620284,City of Pueblo,2631 E 4th St Pueblo CO,City of Pueblo,1.0,Yes
171,1605,41000756,CITY OF REYNOLDSBURG,7232 E MAIN ST,REYNOLDSBURG,OH,43068-2014,US,31-6400909,157160.41,81290751,City of Reynoldsburg,7232 E Main St Reynoldsburg OH,City of Reynoldsburg,1.0,Yes
172,1607,41000811,CITY OF TUPELO,PO BOX 1485,TUPELO,MS,38802-1485,US,,25.0,15073898,"Tupelo, City of (inc)",200 W Jefferson St # 360 Tupelo MS,"Tupelo, City of (inc)",1.0,Yes
173,1608,41000813,CITY OF TUSCALOOSA,PO BOX 2089,TUSCALOOSA,AL,35403-2089,US,,40892.740000000005,112649736,City of Tuscaloosa,2201 University Blvd Tuscaloosa AL,City of Tuscaloosa,1.0,Yes
174,1609,41000815,CITY OF TUSCALOOSA,PO BOX 2089,TUSCALOOSA,AL,35403-2089,US,,8420.7,112649736,City of Tuscaloosa,2201 University Blvd Tuscaloosa AL,City of Tuscaloosa,1.0,Yes
175,1610,41000823,CITY OF VIENNA,PO BOX 5097,VIENNA,WV,26105,US,,5449.77,43184142,City of Vienna,609 29th St Vienna WV,City of Vienna,1.0,Yes
176,1611,41000825,CITY OF VISALIA,PO BOX 4002,VISALIA,CA,93278-4002,US,,1002.5,159873371,"Visalia, City of (inc)",303 S Johnson St Visalia CA,"Visalia, City of (inc)",1.0,Yes
177,1618,41001046,COUNTY OF SAN DIEGO,PO BOX 129261,SAN DIEGO,CA,92112,US,,4966.0,137392726,County of San Diego,1173 Front St San Diego CA,County of San Diego,1.0000000000000002,Yes
178,1637,41001792,MADISON CTY,100 NORTHSIDE SQUARE,HUNTSVILLE,AL,35801-4820,US,,36257.45,1070903,County of Madison,100 Northside Sq Huntsville AL,County of Madison,0.8661,Yes
179,1642,41002001,MORGAN LEWIS & BOCKIUS LLP,PO BOX 8500 S-6050,PHILADEPHIA,PA,19178-6050,US,23-0891050,48824.3,72660418,"Morgan, Lewis & Bockius LLP",1111 Pennsylvania Ave NW Washington DC,"Morgan, Lewis & Bockius LLP",1.0,Yes
180,1648,41002164,OFFICE OF STATE TREASURER,39 STATE HOUSE STATION,AUGUSTA,ME,04333-0039,US,,20.0,809175060,The State Treasurer Office of,111 Sewall St Augusta ME,State of Maine,1.0,Yes
181,1649,41002178,OH BUREAU OF WORKERS COMP,CORPORATE PROCESSING DEPT,COLUMBUS,OH,43271-0977,US,,74831.56,602402286,"Workers' Compensation, Ohio Bureau",Corporate Processing Dept Columbus OH,State of Ohio,0.824,Yes
182,1650,41002216,OR DEPT OF STATE,775 SUMMER ST NE,SALEM,OR,97301-1279,US,,495.37,99125770,Oregon Department of State Lands,775 Summer St Ne Ste 100 Salem OR,State of Oregon,0.7043,Yes
183,1651,41002253,PARKING CONCEPTS INC,1275 BROADWAY PLAZA,WALNUT CREEK,CA,94596,US,95-2909899,540.0,168667434,"Parking Concepts, Inc.",1801 Georgia St Los Angeles CA,"Parking Concepts, Inc.",1.0,Yes
184,1655,41002516,SOUTH CAROLINA  DEPT OF REVENUE,300A OUTLET POINTE BLVD,COLUMBIA,SC,29210,US,,1148.95,98725679,South Carolina Department of Revenue,300 Outlet Pointe Blvd A Columbia SC,State of South Carolina,0.777,Yes
185,1658,41002625,STANDARD AND POORS,2542 COLLECTION CTR DR,CHICAGO,IL,60693,US,26-3740348,157250.0,20534736,Standard & Poor's Financial Services LLC,2542 Collection Center Dr Chicago IL,S&P Global Inc.,0.7718,Yes
186,1660,41002696,STATE TREASURERS OFFICE,500 E CAPITOL AVE,PIERRE,SD,57501-5070,US,,3.66,77626729,State of South Dakota,500 E Capitol Ave Pierre SD,State of South Dakota,0.7416,Yes
187,1664,41002872,TREASURER CITY OF VIRGINIA BEACH,2401 CTHOUSE DR,VIRGINIA BEACH,VA,23456-9018,US,,415.13,74736299,City of Virginia Beach,2401 Courthouse Dr # 9001 Virginia Beach VA,City of Virginia Beach,0.8394,Yes
188,1669,41002917,COLORADO DEPARTMENT OF TREASURY,1580 LOGAN ST STE 500,DENVER,CO,80203,US,,704.15,97859644,Department of Treasury Colorado,200 E Colfax Ave Ste 140 Denver CO,State of Colorado,1.0000000000000002,Yes
189,1672,41003039,VILLAGE OF ORLAND PARK,14700 RAVINIA AVE,ORLAND PARK,IL,60462,US,,185.0,10609261,Village of Orland Park,14700 S Ravinia Ave Orland Park IL,Village of Orland Park,1.0,Yes
190,1678,41003440,CITY OF PORTLAND,1900 SW 4TH VE,PORTLAND,OR,97201-5304,US,,57703.0,40991360,City of Portland,700 N Rosa Parks Way Portland OR,City of Portland,1.0,Yes
191,1683,41003493,STATE OF MT,PO BOX 6309,HELENA,MT,59604-6309,US,,9038.37,25408664,State of Mt,1707 N 1st St Ste B Hamilton MT,State of Mt,1.0,Yes
192,1685,41003754,CONVERGINT TECHNOLOGIES LLC,35257 EAGLE WAY,CHICAGO,IL,60678-1352,US,90-0881132,10792.77,153516047,Convergint Technologies LLC,35257 Eagle Way Chicago IL,"Convergint Technologies Group Holdings, LLC",1.0,Yes
193,1687,41003877,CITY OF SALEM,555 LIBERTY ST SE RM 230,SALEM,OR,97301-3513,US,,3054.0,65998536,City of Salem,114 N Broad St Salem VA,City of Salem,1.0,Yes
194,1688,41003881,CITY OF LAKE WALES,PO BOX 1320,LAKE WALES,FL,33859-1320,US,,60.0,73212201,City of Lake Wales,201 W Central Ave Lake Wales FL,City of Lake Wales,1.0,Yes
195,1689,41003893,CITY OF AVENTURA,19200 W COUNTRY CLUB DR,AVENTURA,FL,33180,US,,746.13,110889607,City of Aventura,19200 W Country Club Dr Aventura FL,City of Aventura,1.0000000000000002,Yes
196,1691,41003904,CITY OF MERIDIAN,PO BOX 1430,MERIDIAN,MS,39302-1430,US,,40.0,77648830,City of Meridian,601 23rd Ave Meridian MS,City of Meridian,1.0,Yes
197,1692,41003905,CITY OF BILLINGS,PO BOX 1178,BILLINGS,MT,59103,US,,317.0,68925759,City of Billings,210 N 27th St Billings MT,City of Billings,1.0,Yes
198,1696,41003957,CITY OF REDDING,PO BOX 496071,REDDING,CA,96049-6071,US,,162.0,73780413,City of Redding,777 Cypress Ave Redding CA,City of Redding,1.0,Yes
199,1697,41003961,CITY OF FLOWOOD,PO BOX 320069,FLOWOOD,MS,39232,US,,800.0,965742794,City of Flowood,2101 Airport Rd N Ste A Flowood MS,City of Flowood,1.0,Yes
200,1702,41004001,CITY OF PEMBROKE PINES,"601 CITY CENTER WAY, LBTR-4TH FLOOR",PEMBROKE,FL,33025,US,,9680.5,24485310,City of Pembroke Pines,601 City Center Way Pembroke Pines FL,City of Pembroke Pines,1.0000000000000002,Yes
201,1705,41004027,CITY OF MELBOURNE,900 E STRAWBRIDGE AVE,MELBOURNE,FL,32901,US,,175.0,72552169,City of Melbourne,900 E Strawbridge Ave Melbourne FL,City of Melbourne,1.0000000000000002,Yes
202,1706,41004067,TOWNSHIP OF WHITEHALL,3221 MACARTHUR RD,WHITEHALL,PA,18052-2994,US,,70.0,69388945,Township of Whitehall,3221 Macarthur Rd Whitehall PA,Township of Whitehall,1.0000000000000002,Yes
203,1707,41004075,CITY OF TAMPA,PO BOX 2200,TAMPA,FL,33601,US,,2132.65,44029820,City of Tampa,315 E Kennedy Blvd Tampa FL,City of Tampa,1.0,Yes
204,1708,41004085,CITY PALM BEACH GARDEN,10500 N MILITARY TRAIL,PALM BEACH GARDENS,FL,33410,US,,499.8,32110934,City of Palm Beach Gardens,10500 N Military Trl Palm Beach Gardens FL,City of Palm Beach Gardens,0.8918,Yes
205,1710,41004098,CITY OF PENSACOLA,PO BOX 12910,PENSACOLA,FL,32521-0015,US,,498.75,73131559,City of Pensacola,222 W Main St Pensacola FL,City of Pensacola,1.0,Yes
206,1711,41004107,CITY OF BAKERSFIELD,PO BOX 2057,BAKERSFIELD,CA,93303,US,,712.0,107025385,City of Bakersfield,13355 Noel Rd Ste 1650 Dallas TX,City of Bakersfield,1.0,Yes
207,1712,41004129,CITY OF PASADENA,PO BOX 7115,PASADENA,CA,91109-7215,US,,1107.55,28900439,City of Pasadena,100 N Garfield Ave Pasadena CA,City of Pasadena,1.0,Yes
208,1716,41004653,CITY OF KANSAS CITY,414 E 12TH ST,KANSAS CITY,MO,64106-2786,US,,183.58,868851601,Missouri City of Kansas City,414 E 12th St Ste 105 Kansas City MO,Missouri City of Kansas City,0.8737,Yes
209,1721,41004792,CITY OF LOVELAND,PO BOX 845,LOVELAND,CO,80537,US,,32430.48,76481407,City of Loveland,500 E 3rd St Loveland CO,City of Loveland,1.0000000000000002,Yes
210,1727,41005266,CITY OF LAFAYETTE,220 W WILLOW ST BLDG B,LAFAYETTE,LA,70501,US,,550.0,76453034,City of Lafayette,1290 S Public Rd Lafayette CO,City of Lafayette,1.0,Yes
211,1728,41005349,COLE CTY,311 E HIGH,JEFFERSON CITY,MO,65101,US,,25.0,843553798,Cole County Collectors Office,311 E High St Rm 100 Jefferson City MO,Cole County Collectors Office,0.7162,Yes
212,1730,41005428,GWINNETT CO MAGISTRATE COURT,75 LANGLEY DR,LAWRENCEVILLE,GA,30046,US,,2449.62,787557164,Gwinnett County Government,75 Langley Dr Lawrenceville GA,Gwinnett County Government,0.8108,Yes
213,1731,41005499,CITY TREASURER CITY OF LINCOLN,555 SOUTH 10TH ST,LINCOLN,NE,68508,US,,14190.97,78510222,City of Lincoln,555 S 10th St Rm B115 Lincoln NE,City of Lincoln,0.7036,Yes
214,1742,41006349,CITY OF PEORIA,SALES TAX SECTION,PEORIA,AZ,85345,US,,1375.0,2494128,City of Peoria,8401 W Monroe St Peoria AZ,City of Peoria,1.0,Yes
215,1749,41006971,THE PORT AUTHORITY OF NY & NJ,PO BOX 95000 - 1517,PHILADELPHIA,PA,19195-0001,US,,40779.17,35368196,The Port Authority of NY and NJ,9011 Northern Blvd APT 7 Jackson Heights NY,The Port Authority of NY and NJ,1.0000000000000002,Yes
216,1753,41007525,COMPTROLLER OF MARYLAND,310 W PRESTON STREET,BALTIMORE,MD,21201-2385,US,,511.49,22334325,The Comptroller of Maryland Office of,301 W Preston St Ste 203 Baltimore MD,State of Maryland,0.7485,Yes
217,1754,41007530,UTAH STATE TREASURER,PO BOX 142321,SALT LAKE CITY,UT,84114-2321,US,,674.66,944974393,"Treasurer, Utah State",Utah State Cpitol Complex Salt Lake City UT,State of Utah,1.0000000000000002,Yes
218,1755,41007538,ALABAMA DEPT OF REVENUE,PO BOX 327820,MONTGOMERY,AL,36132-7820,US,,106.91,163326648,Dept of Revenue Alabama,4410 4th Ave S Birmingham AL,State of Alabama,1.0,Yes
219,1757,41008075,MARION MUNICIPAL COURT,233 WEST CENTER ST,MARION,OH,43302,US,,2473.02,71640015,City of Marion,233 W Center St Marion OH,City of Marion,0.781,Yes
220,1762,41009364,COLLIERVILLE POLICE DEPT,156 N ROWLETT ST,COLLIERVILLE,TN,38017,US,,100.0,781306931,The Town of Collierville,156 N Rowlett St Collierville TN,The Town of Collierville,0.8561,Yes
221,1765,41009553,CITY OF CONYERS,1174 SCOTT ST,CONYERS,GA,30012,US,,280.0,72486038,City of Conyers,901 Okelly St SE Conyers GA,City of Conyers,1.0,Yes
222,1766,41009559,CITY OF DUBLIN,PO BOX 690,DUBLIN,GA,31040,US,,375.0,361268063,City of Dublin,100 Civic Plz Dublin CA,City of Dublin,1.0000000000000002,Yes
223,1767,41009570,CITY OF FOREST ACRES,5205 N TRENHOLM RD,FOREST ACRES,SC,29206,US,,97.75,51524155,City of Forest Acres,5209 N Trenholm Rd Columbia SC,City of Forest Acres,1.0000000000000002,Yes
224,1768,41009586,CITY OF HINESVILLE,115 EAST M.L.KING DR,HINESVILLE,GA,31313,US,,460.0,26758151,City of Hinesville,115 E M L King Jr Dr Hinesville GA,City of Hinesville,1.0,Yes
225,1769,41009590,CITY OF HUNTINGTON BEACH,PO BOX 711,HUNTINGTON BEACH,CA,92648,US,,91.0,78143948,City of Huntington Beach,2000 Main St Huntington Beach CA,City of Huntington Beach,1.0000000000000002,Yes
226,1770,41009603,CITY OF LEWISTON,PO BOX 617,LEWISTON,ID,83501,US,,358.0,60997418,City of Lewiston,27 Pine St Lewiston ME,City of Lewiston,1.0,Yes
227,1771,41009605,CITY OF LOGAN,290 N 100 W IN,LOGAN,UT,84321,US,,0.0,13180547,City of Logan,219 Dingess St Logan WV,City of Logan,1.0,Yes
228,1772,41009610,CITY OF MCCOMB,PO BOX 667,MCCOMB,MS,39649,US,,300.0,789096088,City of McComb,115 3rd St McComb MS,City of McComb,1.0,Yes
229,1773,41009621,CITY OF NORTH CHARLESTON,4045 BRIDGE VIEW DR,N. CHARLESTON,SC,29405,US,,876.42,73728248,County of Charleston,4045 Bridge View Dr Charleston SC,County of Charleston,0.8756,Yes
230,1774,41009627,CITY OF OXNARD,360 W SECOND ST,OXNARD,CA,93030,US,95-6000756,438.0,81790214,City of Oxnard,300 W 3rd St Oxnard CA,City of Oxnard,1.0,Yes
231,1778,41009656,CITY OF SPANISH FORT,7361 SPANISH FORD BLVD,SPANISH FORT,AL,36527,US,,114.0,3949935,City of Spanish Fort,7361 Spanish Fort Blvd Spanish Fort AL,City of Spanish Fort,1.0,Yes
232,1779,41009661,CITY OF ST. JOSEPH,1100 FREDERICK,ST JOSEPH,MO,64501,US,,646.29,30656144,City of St Joseph,1100 Frederick Ave Saint Joseph MO,City of St Joseph,1.0,Yes
233,1780,41009664,CITY OF STATESBORO,PO BOX 348,STATESBORO,GA,30459,US,,475.0,26556241,City of Statesboro,50 E Main St Statesboro GA,City of Statesboro,1.0,Yes
234,1781,41009674,CITY OF TURLOCK,156 S BROADWAY,TURLOCK,CA,95380-5454,US,,793.74,78792496,City of Turlock,156 S Broadway Turlock CA,City of Turlock,1.0,Yes
235,1783,41009689,CITY TREASURER,PO BOX 2009,OLYMPIA,WA,98507-2009,US,,1144.69,59556445,City Treasurer,497 Cumberland St Ste 102 Bristol VA,City Treasurer,1.0,Yes
236,1784,41009751,VILLAGE OF CRESTWOOD,13840 CICERO AVE,CRESTWOOD,IL,60418,US,,300.0,155173164,Village of Crestwood,13840 Cicero Ave Crestwood IL,Village of Crestwood,1.0000000000000002,Yes
237,1787,41010239,CLERK OF COURT,PO BOX 1228,MANSFIELD,OH,44901,US,,278.78000000000003,44102921,Clerk of The Court LLC,9244 Harvest Rush Rd Owings Mills MD,Clerk of The Court LLC,1.0,Yes
238,1796,41014708,COLUMBUS REGIONAL AIRPORT AUTHORITY,L-3459,COLUMBUS,OH,43260,US,31-1335829,1190.0,786881524,Columbus Regional Airport Authority,4600 International Gtwy # 25 Columbus OH,Columbus Regional Airport Authority,1.0000000000000002,Yes
239,1799,41014813,CITY OF OWENSBORO,PO Box 10008,OWENSBORO,KY,42302-9008,US,,75.0,74068941,City of Owensboro,101 E 4th St Owensboro KY,City of Owensboro,1.0,Yes
240,1804,41015437,CITY OF FAIRVIEW HEIGHTS,10025 BUNKUM RD,FAIRVIEW HEIGHTS,IL,62208,US,,50.0,20374427,City of Fairview Heights,10025 Bunkum Rd Fairview Heights IL,City of Fairview Heights,1.0000000000000002,Yes
241,1806,41015604,CASS INFORMATION SYSTEMS,PO BOX 17617,ST LOUIS,MO,63178,US,43-1265338,26413305.86,945593718,"Cass Information Systems, Inc.",80 International Dr Greenville SC,"Cass Information Systems, Inc.",1.0000000000000002,Yes
242,1807,41015693,CITY OF GREENVILLE,PO BOX 897,GREENVILLE,MS,38702-0897,US,,390.0,70372727,City of Greenville,206 S Main St Greenville SC,City of Greenville,1.0,Yes
243,1810,41016530,EP EXECUTIVE PRESS INC,7600 N CAPITAL OF TX HWY B-120,AUSTIN,TX,78731,US,94-2476512,2628.38,85665325,"Ep Executive Press, Inc.",100 Congress Ave Ste 1440 Austin TX,"Ep Executive Press, Inc.",1.0,Yes
244,1811,41017195,CLARIVATE ANALYTICS COMPUMARK,3133 W FRYE RD STE 100,CHANDLER,AZ,85226,US,03-0492946,69803.76000000001,623306214,Clarivate Analytics (compumark) Inc., Chicago IL,CLARIVATE PLC,1.0000000000000002,Yes
245,1816,41018720,JAMES CITY COUNTY,PO BOX 283,WILLIAMSBURG,VA,23187-0283,US,,2300.0,74749953,County of James City,101 Mounts Bay Rd Bldg B Williamsburg VA,County of James City,1.0000000000000002,Yes
246,1824,41030458,CITY OF CORAL SPRINGS,9551 W SAMPLE RD,CORAL SPRINGS,FL,33065,US,,811.7,105270370,City of Coral Springs,2801 Coral Springs Dr Coral Springs FL,City of Coral Springs,1.0,Yes
247,1826,41030649,CITY OF SUNRISE,1601 NW 136 AVE BLDG A,SUNRISE,FL,33323,US,,2411.53,66948704,City of Sunrise,10770 W Oakland Park Blvd Sunrise FL,City of Sunrise,1.0,Yes
248,1830,41032093,DANNEMANN SIEMSEN BIGLER &,"RUA MARQUES DE OLINDA, 70",RIO DE JANEIRO,RJ,22251-040,BR,,3260.37,911095792,DANNEMANN SIEMSEN MEIO AMBIENTE CONSULTORES LTDA,Rua MARQUES DE OLINDA 70 RIO DE JANEIRO RJ,DANNEMANN SIEMSEN MEIO AMBIENTE CONSULTORES LTDA,0.8202,Yes
