index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
829,34034401,MCALLISTER PLACE HOLDINGS INC,519 WESTMORLAND RD,SAINT JOHN,NB,E2J 3W9,CA,,9277.92,208131110,Workers Compensation Board,1 Portland Street SAINT JOHN NB,Workers Compensation Board,0.3738,No
830,34034402,GALLERIA ROCK HILL LLC,2301 DAVE LYLE BLVD STE 20,ROCK HILL,SC,29732,US,20-5720363,6983.38,33189423,Amber Buffet & Hibachi,2275 Dave Lyle Blvd Rock Hill SC,Amber Buffet & Hibachi,0.5063,No
831,34034404,KIMCO REALTY CORPORATION,PO BOX 30344,TAMPA,FL,33630,US,13-2744380,8800.0,71183573,Teco, Tampa FL,Teco,0.3752,No
832,34034405,USPG PORTFOLIO FIVE LLC,PO BOX 64-3906,CINCINNATI,OH,45264-3906,US,03-0454467,3000.0,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3031,No
833,34034415,ROCKSTEP CHRISTIANSBURG LLC,782 NEW RIVER RD,CHRISTIANSBURG,VA,24073,US,84-2739680,5510.0,66018839,Town of Christiansburg,100 E Main St Christiansburg VA,Town of Christiansburg,0.5701,No
834,34034416,SPG HOUSTON HOLDINGS LP,PO BOX 822693,PHILADELPHIA,PA,18182-2693,US,35-1904931,7500.0,118759882,"CSC Holdings, LLC", Philadelphia PA,Next Luxembourg S.C.Sp,0.4063,No
835,34034419,WEATHERFORD DUNHILL LLC,PO BOX 205598,DALLAS,TX,75320-5598,US,47-2319208,9600.0,117136356,Marsh USA Inc., Dallas TX,"Marsh & McLennan Companies, Inc.",0.2984,No
836,34034427,SOUTH SHORE PLAZA,250 GRANITE ST,BRAINTREE,MA,02184,US,13-6874673,20641.75,109134894,Davio's Northern Italian Steakhouse,250 Granite St Braintree MA,Davio's Northern Italian Steakhouse,0.6667,No
837,34034431,DDR OHIO OPPORTUNITY II LLC,PO BOX 931650,CLEVELAND,OH,44193,US,34-1723097,9303.75,17435137,Baker & Hostetler LLP, Cleveland OH,Baker & Hostetler LLP,0.3626,No
838,34034435,OPGI MANAGEMENT LP O/A OXFORD,100 ADELAIDE ST W STE 900,TORONTO,ON,M5H 0E2,CA,,9768.76,208629864,Maple Corporation,"355 Adelaide St W, Suite 100 TORONTO ON",Maple Corporation,0.5064,No
839,34034438,NEWMARKET SQUARE LTD,727 N WACO 400,WICHITA,KS,67023,US,74-2806703,4000.0,7242498,"Envision, Inc.",610 N Main St Ste 400 Wichita KS,"Envision, Inc.",0.3529,No
840,34034441,COASTLAND CENTER,1900 TAMIAMI TRAIL N,NAPLES,FL,34102,US,41-1746121,6514.92,23388230,Yard House 8383,4251 Tamiami Trl N Naples FL,Yard House 8383,0.4827,No
841,34034442,F I STEELYARD COMMONS INC,PO BOX 635401,CINCINNATI,OH,45263-5401,US,20-1969349,10800.0,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3297,No
842,34034446,FHB RETAIL PROPERTY LLC,ONE EASTWACKER STE 3110,CHICAGO,IL,60601,US,83-0521289,0.0,4127470,Bnsf,3110 Solutions Ctr Chicago IL,Bnsf,0.3308,No
843,34034447,MIR HANSON ASSOCIATES LLC,PO BOX 72208,CLEVELAND,OH,44192,US,34-1864407,16500.0,17435137,Baker & Hostetler LLP, Cleveland OH,Baker & Hostetler LLP,0.3336,No
844,34034450,"THE COMMONS AT WILLOWBROOK, INC.",PO BOX 849020,DALLAS,TX,75284-9020,US,94-3211759,9009.34,117136356,Marsh USA Inc., Dallas TX,"Marsh & McLennan Companies, Inc.",0.2984,No
845,34034452,VALLE VISTA REALTY HOLDING LLC,2020 S EXPRESSWAY 83,HARLINGEN,TX,78552,US,83-1567580,750.0,23364597,"Silver Screen Video, Inc.", Harlingen TX,"Silver Screen Video, Inc.",0.3685,No
846,34034453,UE HUDSON MALL LLC,PO BOX 645552,PITTSBURGH,PA,15264-5253,US,36-4791544,6000.0,116993944,"Spectrum Management Holding Company, LLC", Pittsburgh PA,"Charter Communications, Inc.",0.3478,No
847,34034454,TANGER PROPERTIES LIMITED PARTNERSH,3200 NORTHLINE AVE STE 360,GREENSBORO,NC,27408,US,56-1822494,9200.0,103485751,"Kotis Properties, Inc.",1410 Mill St Ste 102 Greensboro NC,"Kotis Properties, Inc.",0.2995,No
848,34034457,SEMINOLE TOWN CENTER MALL,200 TOWNE CTR CIR,SANFORD,NY,32771,US,84-4812335,0.0,78671015,County of Seminole,1101 E 1st St Sanford FL,County of Seminole,0.4254,No
849,34034458,GOVERNOR'S SQUARE COMPANY,PO BOX 7552,CAROL STREAM,IL,60197-7552,US,31-1166470,57824.0,80631169,Wex Bank, Carol Stream IL,Wex Inc.,0.4388,No
850,34034459,DKS INVESTMENTS INC,5525 REBECCA WAY,CORNING,CA,96021,US,35-2416515,10168.5,91589742,City of Corning,794 3rd St Corning CA,City of Corning,0.2439,No
851,34034463,STORAGE CENTER,3715 s GRAND SLAM AVE,SIOUX FALLS,SD,57110,US,82-4767860,0.0,964013853,Cutting Edge Tile Inc, Sioux Falls SD,Cutting Edge Tile Inc,0.3995,No
852,34034464,PIERRE BOSSIER MALL LLC C/O US BANK,PO BOX 86 SDS-12-1591,MINNEAPOLIS,MN,55486-1591,US,61-1697511,1750.0,361548139,"Wells Fargo Bank Minnesota, National Association", Minneapolis MN,Wells Fargo & Company,0.3199,No
853,34034465,NASHVILLE WEST LLC,PO BOX 935475,ATLANTA,GA,31193,US,83-0920644,5400.0,969922686,D & H Distributing Co, Atlanta GA,D & H Distributing Co,0.3134,No
854,34034466,CRAIG REALTY GROUP ? TULARE LLC,DEPT LA 24898,PASADENA,CA,91185-4898,US,83-4062609,10516.130000000001,116912348,"Promantek, Inc",2469 Dept La Pasadena CA,"Promantek, Inc",0.361,No
855,34034471,MALL ST VINCENT LLC,1133 ST VINCENT AVE STE 200,SHREVEPORT,LA,71104,US,61-1697511,4200.0,169065054,"American Screening, L.L.C.",9742 Saint Vincent Ave # 10 Shreveport LA,"American Screening, L.L.C.",0.3799,No
856,34034476,BIRDCAGE GRF2 LLC,PO BOX 740682,LOS ANGELES,CA,90074-0682,US,46-4417545,5400.0,806230806,"Cbre, Inc", Los Angeles CA,"Cbre, Inc",0.3508,No
857,34034483,"KIMCO LAKE PRAIRIE TC, LP",PO BOX 30344,TAMPA,FL,33630,US,13-2744380,10500.0,71183573,Teco, Tampa FL,Teco,0.3752,No
858,34034485,"M&H VI PROJECTS LLC, UNIT #302?019",425 CALIFORNIA ST 10TH FLR,SAN FRANCISCO,CA,94104,US,57-1182074,0.0,152274796,"Gibson Group Advisors, LLC",425 California St FL 17 San Francisco CA,"Gibson Group Advisors, LLC",0.4518,No
859,34034488,CENTRALIA OULETS LLC C/O JSH PROPER,"2620 BELLEVUE WAYNE, PMB 122",BELLEVUE,WA,98004,US,91-2005809,16047.85,46036177,Capers Community Markets,15 Lake Bellevue Dr Bellevue WA,Capers Community Markets,0.4001,No
860,34034492,VALLEY RANCH TOWN CENTER ONE LTD,1401 WOODLANDS PKWY,THE WOODLANDS,TX,77380,US,81-1456828,7200.0,113529511,Customink Stores LLC,10001 Woodlands Pkwy Spring TX,Customink Stores LLC,0.4007,No
861,34034493,PRIMARIS MANAGEMENT INC,118A - 2525 36 ST NE,CALGARY,AB,T1Y 5T4,CA,,19573.36,206316242,Alykhan Velji Designs Inc,217 4 St NE CALGARY AB,Alykhan Velji Designs Inc,0.3142,No
862,34034494,HGIT BRIARGATE LLC,PO BOX 734862,DALLAS,TX,75373-4862,US,80-0947375,33200.0,117136356,Marsh USA Inc., Dallas TX,"Marsh & McLennan Companies, Inc.",0.2984,No
863,34034515,THF CHESTERFIELD DEVELOPMENT LLC,211 N STADIUM BLVD STE 201,COLUMBIA,MO,65203,US,43-1784418,13100.0,38840723,Tkg SEC 423/380 Investor LP,213 N Stadium Blvd # 203 Columbia MO,Tkg SEC 423/380 Investor LP,0.4198,No
864,34034516,OHIO COUNTY DEVELOPMENT AUTHORITY,546 CABELA DR,TRIADELPHIA,WV,26059,US,36-4739343,1800.0,35000363,Cabela's LLC,1 Cabela Dr Sidney NE,"Great Outdoors Group, LLC",0.2809,No
865,34034518,SA DOVE CREEK LTD C/O ENDURA ADVISO,601 NW LOOP 410 STE 110,SAN ANTONIO,TX,78216,US,38-4012718,800.0,845868814,"Merit Coffee, LLC",2323 NW Loop 410 San Antonio TX,"Merit Coffee, LLC",0.4612,No
866,34034520,MP SHOPS AT HIGHLAND VILLAGE,1701 SHOAL CREEK STE 245,HIGHLAND VILLAGE,TX,75077,US,04-3525740,14500.0,80688342,"Tiff's Treats Rbd, Inc.",8900 Shoal Creek Blvd Austin TX,"Tiff's Treats Rbd, Inc.",0.3062,No
867,34034526,DAB INVESTMENTS SOUTHPORT,841 E 64TH ST STE 201,INDIANAPOLIS,IN,46220,US,33-1040203,13700.0,962195157,"Enviro-Max, Inc.",5157 E 64th St Indianapolis IN,"Enviro-Max, Inc.",0.3444,No
868,34034527,MMM EAST INC,PO BOX 740999,LOS ANGELES,CA,90074-0999,US,81-2692701,6250.0,806230806,"Cbre, Inc", Los Angeles CA,"Cbre, Inc",0.3441,No
869,34034531,THE OUTLET SHOPPES AT FREMONT,2100 W 7TH ST,FORT WORTH,TX,76107,US,20-8132147,0.0,59987111,Wich Wich,2913 W 7th St Fort Worth TX,Wich Wich,0.4492,No
870,34034535,HICKORY POINT REALTY LLC,150 GREAT NECK RD STE 304,GREAT NECK,NY,11021,US,85-2143754,4000.0,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.548,No
871,34034536,FORT SMITH MALL REALTY LLC,PO BOX 25078,TAMPA,FL,33622,US,84-3930345,2500.0,71183573,Teco, Tampa FL,Teco,0.3796,No
872,34034539,IVT WESTFORK PLAZA PEMBROKE PINES L,PO BOX 677813,DALLAS,TX,75267,US,34-2019608,39435.0,117136356,Marsh USA Inc., Dallas TX,"Marsh & McLennan Companies, Inc.",0.303,No
873,34034541,MP NORTHGLENN LLC,"100 CONSTITUTION PLAZA, 7TH FLOOR",HARTFORD,CT,06103,US,82-2458885,4800.0,141437611,Global Asset Protection Services LLC,100 Constitution Plz # 12 Hartford CT,"Xl Insurance Company of New York, Inc.",0.5501,No
874,34034545,SANDHILL CENTER LLC,481-2 TOWN CENTER DR,COLUMBIA,SC,29229,US,83-0933194,15500.0,782550789,Red Bowl Asian Bistro,481 Town Center Pl Ste 11 Columbia SC,Red Bowl Asian Bistro,0.5476,No
875,34034546,KIMCO REALTY CORPORATION,PO BOX 30344,TAMPA,FL,33630,US,13-2744380,30200.0,71183573,Teco, Tampa FL,Teco,0.3752,No
876,34034547,SIERRA VISTA REALTY LLC,PO BOX 368,EMERSON,NJ,07630,US,84-1756095,5600.0,81547206,"Crossroads Realty, LLC", Emerson NJ,"Crossroads Realty, LLC",0.5218,No
877,34034569,KG SOUTH 2012 LLC,PO BOX 65207,LUBBOCK,TX,79464,US,75-2237820,7806.45,827049508,South Plains Economic Development District,1323 58th St Lubbock TX,South Plains Economic Development District,0.2642,No
878,34034572,OAK COURT MALL LLC,4465 POPLAR AVE,MEMPHIS,TN,38117,US,46-4674640,700.0,1316561,International Paper Company,6400 Poplar Ave Memphis TN,International Paper Company,0.4022,No
879,34034574,PRIMARIS MANAGEMENT INC SHERWOOD,"2020 SHERWOOD DR, 103",SHERWOOD PARK,AB,T8A 3H9,CA,883793507,9862.970000000001,255191645,Silk Seam Tailors,912 Ash St SHERWOOD PARK AB,Silk Seam Tailors,0.3955,No
880,34034579,PREP POSNER REAL ESTATE LLC,PO BOX 75537,CHICAGO,IL,60675-5537,US,83-2527514,11091.99,943194449,"Samsung Semiconductor, Inc.", Chicago IL,"Samsung Electronics Co., Ltd.",0.2929,No
881,34034589,MGP XI COMMONS FW LLC,425 CALIFORNIA ST 10TH FLR,SAN FRANCISCO,CA,94104,US,46-3726036,1200.0,152274796,"Gibson Group Advisors, LLC",425 California St FL 17 San Francisco CA,"Gibson Group Advisors, LLC",0.4518,No
882,34034592,ACH ALEXANDRIA LLC,350 PINE ST STE 800,BEAUMONT,TX,77701,US,26-0868183,2200.0,117181197,"ACS Pine Lake Shopping Center In, LLC",350 Pine St Ste 800 Beaumont TX,"ACS Pine Lake Shopping Center In, LLC",0.6667,No
883,34034593,ARBOR WALK PALMS CROSSING REIT LLC,4900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43081,US,36-4859158,9000.0,17885351,"Big Lots Stores, LLC",4900 E Dblin Granville Rd Columbus OH,"Big Lots, Inc.",0.4284,No
884,34034594,CODDINGTOWN MALL LLC,PO BOX 5800,SANTA ROSA,CA,95406-5800,US,68-0111819,3600.0,71879464,"Santa Rosa, City of",100 Santa Rosa Ave Ste 6 Santa Rosa CA,"Santa Rosa, City of",0.4162,No
885,34034595,EUROPRO (LAMBTON MALL) LP,1380 LONDON RD,SARNIA,ON,N7S 1P8,CA,75770136,1739.18,244222535,583095 Ontario Inc,130 Christina St N SARNIA ON,583095 Ontario Inc,0.2742,No
886,34034600,ROUSE PROPERTIES LP,PO BOX 639700,CINCINNATI,OH,45263-9700,US,61-1697511,1200.0,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3364,No
887,34034605,"FIRST INTERSTATE AVON, LTD","25333 CEDAR RD, STE 300",LYNDHURST,OH,44124,US,34-1858658,12000.0,80402066,"H Mart, Inc.",300 Chubb Ave Lyndhurst NJ,"H Mart, Inc.",0.2718,No
888,34034608,WENATCHEE REALTY LLC,PO BOX 368,EMERSON,NJ,07630,US,61-1871406,4000.0,81547206,"Crossroads Realty, LLC", Emerson NJ,"Crossroads Realty, LLC",0.5307,No
889,34034611,NORTHWOODS CENTER INC,PO BOX 8347,PASADENA,CA,91109-8347,US,81-2849575,12500.0,171245827,"AON Consulting Worldwide, Inc.", Pasadena CA,AON GLOBAL LIMITED,0.3453,No
890,34034614,"GALVESTON OUTLETS, LLC",3200 NORTHLINE AVE STE 360,GREENSBORO,NC,27408,US,45-2781152,19066.67,42688262,City of Galveston,601 54th St Ste 200 Galveston TX,City of Galveston,0.2633,No
891,34034615,"JBL NORTHWEST MARKETPLACE, LLC",2028 HARRISON ST STE 202,HOLLYWOOD,FL,33020,US,84-2892685,1575.0,112565066,"Ad1 Rocky 1, LLC",1955 Harrison St Ste 200 Hollywood FL,"Ad1 Rocky 1, LLC",0.3353,No
892,34034617,GGP HOMART II LLC,PO BOX 6352,CAROL STREAM,IL,60197-6352,US,36-4331098,3250.0,80631169,Wex Bank, Carol Stream IL,Wex Inc.,0.4322,No
893,34034619,MONROE CROSSING TEI FUNDS LLC,PO BOX 788076,PHILADELPHIA,PA,19178-8076,US,47-2192368,3900.0,807460311,Hartford Life and Accident Insurance Company, Philadelphia PA,"Hartfold Holdings, Inc.",0.3357,No
894,34034621,ABERDEEN KAMLOOPS MALL LMTD,275-1320 TRANS CANADA HWY WEST,KAMLOOPS,BC,V1S 1J2,CA,,5876.42,246211317,Holiday Inn Express Kamloops,1550 Versatile Dr KAMLOOPS BC,Holiday Inn Express Kamloops,0.3525,No
895,34034623,CADILLAC FAIRVIEW CORP LTD,50 RIDEAU ST. STE 300,OTTAWA,ON,K1N 9S7,CA,,15037.29,203950801,Sureskills Inc.,1 Rideau St OTTAWA ON,Sureskills Inc.,0.5256,No
896,34034627,EQUITY ONE LLC,PO BOX 740462,ATLANTA,GA,30374-0462,US,59-3429602,20403.23,969922686,D & H Distributing Co, Atlanta GA,D & H Distributing Co,0.3134,No
897,34034628,GREEN BOX SELF STORAGE,8115 S CHESTER ST,CENTENNIAL,CO,80112,US,81-1373977,0.0,152736117,Timothy Steinman,8115 Douglas Rd Lambertville MI,Timothy Steinman,0.2625,No
899,34034632,SVF HOLDING REAL ESTATE INVESTMENT,FILE 2028 1801 W OLYMPIC BLVD,PASADENA,CA,91199-2027,US,02-0753595,200.0,828168042,"Vortex Industries, Inc.",1801 W Olympic Blvd Pasadena CA,"Vortex Industries, Inc.",0.4972,No
900,34034633,THE SHOPS AT DOS LAGOS LLC,3415 S SEPULVEDA BLVD STE 400,LOS ANGELES,CA,90034,US,85-1633338,0.0,9020556,L.L.P.,500 S Sepulveda Blvd # 600 Los Angeles CA,L.L.P.,0.4181,No
901,34034634,PRR TRUST,435 STONE RD W STE 204,GUELPH,ON,N1G 2X6,CA,883793507,15076.55,208584606,Milestones #5247e,185 Stone Road W GUELPH ON,Milestones #5247e,0.4294,No
902,34034639,EL PASO CENTER CMBS LLC,PO BOX 200838,DALLAS,TX,75320-0838,US,20-4351129,32000.0,117136356,Marsh USA Inc., Dallas TX,"Marsh & McLennan Companies, Inc.",0.2921,No
903,34034641,LITTLE ROCK OUTLETS REALTY,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,85-4191739,1500.0,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
904,34034642,CRESTVIEW HILLS TOW CENTER LLC,3825 EDWARDS RD STE 200,CINCINNATI,OH,45209,US,20-1128278,15000.0,868133174,Anna's Tailoring,3940 Edwards Rd Cincinnati OH,Anna's Tailoring,0.3776,No
905,34034645,GREENWAY STATION SPE LLC,PO BOX 743964,ATLANTA,GA,30374-3964,US,20-5747453,10500.0,969922686,D & H Distributing Co, Atlanta GA,D & H Distributing Co,0.3069,No
906,34034649,ALL STORAGE DENTON LLC,3251 N INTERSTATE 35E,DENTON,TX,76207,US,36-4924381,0.0,964248780,Rotary Club of Denton South, Denton TX,Rotary Club of Denton South,0.4517,No
907,34034650,BRIXMOR PROPERTY GROUP,PO BOX 645341,CINCINNATI,OH,45264,US,80-0831163,15732.0,38245966,Brixmor,953 Hempstead Dr Cincinnati OH,Brixmor,0.4144,No
908,34034655,DPR MARKET HIEGHTS PROPERTY,12221 MERIT DR 1220,DALLAS,TX,75251,US,84-4256839,4425.0,79686527,"AWH Dallas PC Hotel, LP",12720 Merit Dr Dallas TX,"AWH Dallas PC Hotel, LP",0.3326,No
909,34034656,SOUTHRIDGE MALL LTD PARTNERSHIP,LOCKBOX 005855 PO BOX 645855,CINCINNATI,OH,45264-5855,US,45-5281487,15375.0,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.24,No
910,34034657,MANASSAS REAL ESTATE VENTURES LLC,PO BOX 746169,ATLANTA,GA,30374-6169,US,84-4190108,11800.0,56540201,N2 Ventures Inc, Atlanta GA,N2 Ventures Inc,0.3926,No
911,34034658,TUCSON SHOPPING CENTER LLC,"5121 S CALLE SANTA CRUZ, STE 101",TUCSON,AZ,85706,US,84-4284423,0.0,957187933,City of Tucson, Tucson AZ,City of Tucson,0.4958,No
912,34034661,MACERICH DEPTFORD LLC,PO BOX 511315,LOS ANGELES,CA,90051-7870,US,95-4704301,14826.0,806230806,"Cbre, Inc", Los Angeles CA,"Cbre, Inc",0.3508,No
913,34034662,LIGHTHOUSE PLACE PREMIUM OUTLETS,601 WABASH ST,MICHIGAN CITY,IN,46360,US,22-3258100,7500.0,26994302,Gymboree Corporation,601 Wabash St Michigan City IN,Gymboree Corporation,0.6667,No
914,34034664,MERIDEN REALTY LLC,PO BOX 368,EMERSON,NJ,11021,US,85-0951254,3838.13,81547206,"Crossroads Realty, LLC", Emerson NJ,"Crossroads Realty, LLC",0.5289,No
915,34034667,MIDLAND MALL REALTY HOLDING LLC,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,83-1044779,1200.0,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
916,34034668,ONTREA INC RE: FAIRVIEW PARK,2960 KINGSWAY DR,KITCHENER,ON,N2C 1X1,CA,130097066,2109.04,253636963,Manulife Financial Corporation,25 Water St S KITCHENER ON,Manulife Financial Corporation,0.2468,No
917,34034679,TANGER PROPERTIES LIMITED,3200 NORTHLINE AVE STE 360,GREENSBORO,NC,27408,US,56-1822494,44731.62,103485751,"Kotis Properties, Inc.",1410 Mill St Ste 102 Greensboro NC,"Kotis Properties, Inc.",0.3225,No
918,34034683,REEP?RTL DTC VA LLC,PO BOX 22622,NEW YORK,NY,10087-2622,US,13-5582869,7650.0,104887639,Tbp Brookfield LLC, New York NY,Tbp Brookfield LLC,0.3243,No
920,34034693,COUNTRY CLUB MALL REALTY LLC,150 GREAT NECK RD STE 304,GREAT NECK,NY,11021,US,86-1358421,1200.0,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.548,No
921,34034694,"BRAZOS TC PARTNERSHIP A, LP",8827 W SAM HOUSTON PKWY N,HOUSTON,TX,77040,US,20-1405595,12000.0,601966323,"Smartbridge, LLC",2000 W Sam Houston Pkwy S Houston TX,"Smartbridge, LLC",0.4892,No
922,34034695,NUEVO PERRIS LLC,13217 JAMBOREE RD 416,TUSTIN,CA,92782,US,82-1502933,6852.0,4949418,City of Perris,101 N D St Perris CA,City of Perris,0.2455,No
923,34034697,"BRIXMOR GA PANAMA CITY, LLC",PO BOX 645341,CINCINNATI,OH,45264-5341,US,80-0831163,26770.92,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3602,No
924,34034698,SILVER LAKE CENTER LLC,200 W HANLEY AVE,COEUR D'ALENE,ID,83815,US,85-3951744,3622.38,120483628,"Lake City Heating and Cooling, Inc.",2701 N 4th St Coeur D Alene ID,"Lake City Heating and Cooling, Inc.",0.3112,No
925,34034707,VORA ASSOCIATES LLC,7108 N FRESNO ST STE 370,FRESNO,CA,93720,US,85-1839189,0.0,107704376,Wholesale Industrial Supply, Fresno CA,Wholesale Industrial Supply,0.4709,No
926,34034708,SANTA ROSA COMMONS LLC,109 NORTHPARK BLVD STE 300,COVINGTON,LA,70433,US,84-2128974,4792.5,958008232,Westland Hc LLC,109 Northpark Blvd # 300 Covington LA,Westland Hc LLC,0.6558,No
927,34034710,EGATE 95 LLC,PO BOX 823201,PHILADELPHIA,PA,19182-3201,US,16-1549911,7200.0,807460311,Hartford Life and Accident Insurance Company, Philadelphia PA,"Hartfold Holdings, Inc.",0.3357,No
928,34034711,"INTOUCH MANAGEMENT SERVICES, LLC",622 SW D AVE,LAWTON,OK,73501,US,85-4123862,11553.65,158191580,"Hillis, Claylaw Firm",602 SW D Ave Lawton OK,"Hillis, Claylaw Firm",0.4864,No
929,34034712,GRAND TRAVERSE MALL LLC,3200 S AIRPORT RD W,TRAVERSE CITY,MI,49684,US,61-1697511,8795.0,556787430,County of Grand Traverse,320 Washington St Traverse City MI,County of Grand Traverse,0.6306,No
930,34034713,KIMCO REALTY CORPORATION,PO BOX 30344,TAMPA,FL,33630,US,13-2744380,9418.0,71183573,Teco, Tampa FL,Teco,0.3752,No
931,34034715,ARBOR PLACE LTD PARTNERSHP,PO BOX 5543,CAROL STREAM,IL,60197-5543,US,62-1542285,23020.0,80631169,Wex Bank, Carol Stream IL,Wex Inc.,0.4436,No
932,34034716,EAST MESA MALL LLC,DEPT 880450 PO BOX 29650,PHOENIX,AZ,85038-9650,US,86-0769423,7322.32,20141404,City of Mesa,20 E Main St Mesa AZ,City of Mesa,0.2764,No
934,34034719,GC PLACERVILLE LLC & 3964 PLACERVIL,1000 N WESTERN AVE STE 200,SAN PEDRO,CA,90732,US,33-0442575,0.0,6729542,The Cheescake Factory,7400 San Pedro Ave San Antonio TX,The Cheescake Factory,0.281,No
935,34034722,"THE PROMENADE D'IBERVILLE, LLC",PO BOX 531761,ATLANTA,GA,30353-1761,US,26-2456172,4000.0,969922686,D & H Distributing Co, Atlanta GA,D & H Distributing Co,0.3134,No
936,34034728,STORE SPACE MILLENIA,4912 S JOHN YOUNG PARKWAY,ORLANDO,FL,32839,US,86-2861274,0.0,103142563,Sushitomi,8463 S John Young Pkwy Orlando FL,Sushitomi,0.4356,No
937,34034729,BRIXMOR HOLDINGS 1 SPE LLC,PO BOX 645324,CINCINNATI,OH,45264-5324,US,80-0831163,0.0,38245966,Brixmor,953 Hempstead Dr Cincinnati OH,Brixmor,0.3567,No
938,34034730,RMI ITF TANGER OUTLET OTTOWA,8555 CAMPEAU DR STE 400,OTTAWA,ON,K2T 0K5,CA,875233611,44696.68,37961825,1 American Dream LLC,8555 River Rd Ste 200 Indianapolis IN,1 American Dream LLC,0.2703,No
939,34034733,GATOR PALMA REAL LLC,7850 NW 146TH ST 4TH FLR,MIAMI LAKES,FL,33016,US,20-2001183,6406.900000000001,15823627,"Gator Swansea Partners, Lllp",7850 NW 146th St Miami Lakes FL,"Gator Swansea Partners, Lllp",0.6977,No
940,34034734,CITRUS PARK MALL OWNER LLC,8021 CITRUS PARK TOWN CENTER MALL,TAMPA,FL,33625,US,46-2636827,13025.0,41792834,City of Citrus Heights,6360 Fountain Square Dr Citrus Heights CA,City of Citrus Heights,0.2983,No
941,34034736,AMEREAM LLC,ONE MEADOWLANDS PLAZA 3RD FLR,EAST RUTHERFORD,NJ,07073,US,45-3557172,39453.33,3855715,"Hudson Group (hg) Retail, LLC",1 Meadowlands Plz East Rutherford NJ,Dufry AG,0.5539,No
942,34034737,WFRBS COMMERCIAL MORTGAGE TR PT,2028 FLORENCE MALL,FLORENCE,KY,41042,US,38-3880053,0.0,966307563,"Office Depot, LLC",2408 Florence Blvd Florence AL,The Odp Corporation,0.4031,No
943,34034738,FIVE STAR STORE IT,7298 FENTON RD,GRAND BLANC,MI,48439,US,82-4151169,0.0,72785355,Hamrick Enterprises Inc,132 Perry Rd Grand Blanc MI,Hamrick Enterprises Inc,0.3385,No
945,34034748,SUNSET MEADOWS III LLC,1633 W HANFORD-ARMONA RD,HANFORD,CA,93230,US,45-4715122,0.0,161477559,"Royal Car Care, Incorporated",800 N 11th Ave Hanford CA,"Royal Car Care, Incorporated",0.3484,No
946,34034749,SVAP II STONES RIVER LLC,302 DATURA ST STE 100,W PALM BEACH,FL,33401,US,47-1309531,9000.0,197347193,"Valet Valet, LLC", Palm Beach FL,"Valet Valet, LLC",0.3341,No
947,34034752,ISTORAGE,4501 W 135TH ST,CRESTWOOD,IL,60418,US,80-0895356,0.0,56258357,"Caraustar Industries, Inc.",4501 W 16th St Chicago IL,"Greif, Inc.",0.3205,No
948,34034753,EAST HILLS PROPERTIES LLC,4100 MACARTHUR BLVD STE 100,NEWPORT BEACH,CA,92660,US,84-2849766,2887.1,88915977,Rubys Diner Citadel I,4100 Macarthur Blvd # 100 Newport Beach CA,Rubys Diner Citadel I,0.6558,No
949,34034758,CHINO MINI STORAGE,13555 RAMONA AVE,CHINO,CA,91710,US,95-3459940,0.0,37934470,Prime Transport Inc.,14726 Ramona Ave Ste 104 Chino CA,Prime Transport Inc.,0.386,No
950,34034761,LOGAN VALLEY REALTY LLC,150 GREAT NECK RD STE 304,GREAT NECK,NY,11021,US,37-1868062,4400.0,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.548,No
951,34034762,SALISBURY MALL REALTY HOLDING LLC,"1909 TYLER STREET, STE 403",HOLLYWOOD,FL,33020,US,86-1991679,4300.0,556552842,Dr. Neil Kappelman MD, Hollywood FL,Dr. Neil Kappelman MD,0.3016,No
952,34034764,FRO2MO BARSTOW LLC,33276 COLLECTION CTR DR,CHICAGO,IL,60693-0332,US,47-4974730,23100.0,15989523,"Aecom Energy & Construction, Inc.",Collection Center Dr Chicago IL,Aecom,0.4944,No
